date,zone,generated_mt,day_of_week,month,is_weekend,is_festival,festival_name,zone_type,pop_proxy
2015-09-28,Anna Nagar,1.264,0,9,0,0,,residential,8
2015-09-29,Anna Nagar,1.189,1,9,0,0,,residential,8
2015-09-30,Anna Nagar,1.182,2,9,0,0,,residential,8
2015-10-01,Anna Nagar,1.175,3,10,0,0,,residential,8
2015-10-02,Anna Nagar,1.252,4,10,0,0,,residential,8
2015-10-03,Anna Nagar,1.379,5,10,1,0,,residential,8
2015-10-04,Anna Nagar,1.579,6,10,1,1,Dussehra,residential,8
2015-10-05,Anna Nagar,1.717,0,10,0,1,Dussehra,residential,8
2015-10-06,Anna Nagar,1.314,1,10,0,1,Dussehra,residential,8
2015-10-07,Anna Nagar,1.216,2,10,0,0,,residential,8
2015-10-08,Anna Nagar,1.203,3,10,0,0,,residential,8
2015-10-09,Anna Nagar,1.237,4,10,0,0,,residential,8
2015-10-10,Anna Nagar,1.354,5,10,1,0,,residential,8
2015-10-11,Anna Nagar,1.344,6,10,1,0,,residential,8
2015-10-12,Anna Nagar,1.331,0,10,0,0,,residential,8
2015-10-13,Anna Nagar,1.189,1,10,0,0,,residential,8
2015-10-14,Anna Nagar,1.192,2,10,0,0,,residential,8
2015-10-15,Anna Nagar,1.192,3,10,0,0,,residential,8
2015-10-16,Anna Nagar,1.217,4,10,0,0,,residential,8
2015-10-17,Anna Nagar,1.303,5,10,1,0,,residential,8
2015-10-18,Anna Nagar,1.351,6,10,1,0,,residential,8
2015-10-19,Anna Nagar,1.285,0,10,0,0,,residential,8
2015-10-20,Anna Nagar,1.201,1,10,0,0,,residential,8
2015-10-21,Anna Nagar,1.262,2,10,0,0,,residential,8
2015-10-22,Anna Nagar,1.392,3,10,0,1,Deepavali,residential,8
2015-10-23,Anna Nagar,1.608,4,10,0,1,Deepavali,residential,8
2015-10-24,Anna Nagar,1.883,5,10,1,1,Deepavali,residential,8
2015-10-25,Anna Nagar,1.713,6,10,1,1,Deepavali,residential,8
2015-10-26,Anna Nagar,1.439,0,10,0,1,Deepavali,residential,8
2015-10-27,Anna Nagar,1.23,1,10,0,0,,residential,8
2015-10-28,Anna Nagar,1.256,2,10,0,0,,residential,8
2015-10-29,Anna Nagar,1.215,3,10,0,0,,residential,8
2015-10-30,Anna Nagar,1.249,4,10,0,0,,residential,8
2015-10-31,Anna Nagar,1.32,5,10,1,0,,residential,8
2015-11-01,Anna Nagar,1.384,6,11,1,0,,residential,8
2015-11-02,Anna Nagar,1.269,0,11,0,0,,residential,8
2015-11-03,Anna Nagar,1.262,1,11,0,0,,residential,8
2015-11-04,Anna Nagar,1.232,2,11,0,0,,residential,8
2015-11-05,Anna Nagar,1.286,3,11,0,0,,residential,8
2015-11-06,Anna Nagar,1.188,4,11,0,0,,residential,8
2015-11-07,Anna Nagar,1.293,5,11,1,0,,residential,8
2015-11-08,Anna Nagar,1.328,6,11,1,0,,residential,8
2015-11-09,Anna Nagar,1.238,0,11,0,0,,residential,8
2015-11-10,Anna Nagar,1.179,1,11,0,0,,residential,8
2015-11-11,Anna Nagar,1.253,2,11,0,0,,residential,8
2015-11-12,Anna Nagar,1.23,3,11,0,0,,residential,8
2015-11-13,Anna Nagar,1.212,4,11,0,0,,residential,8
2015-11-14,Anna Nagar,1.337,5,11,1,0,,residential,8
2015-11-15,Anna Nagar,1.329,6,11,1,0,,residential,8
2015-11-16,Anna Nagar,1.356,0,11,0,0,,residential,8
2015-11-17,Anna Nagar,1.203,1,11,0,0,,residential,8
2015-11-18,Anna Nagar,1.181,2,11,0,0,,residential,8
2015-11-19,Anna Nagar,1.26,3,11,0,0,,residential,8
2015-11-20,Anna Nagar,1.222,4,11,0,0,,residential,8
2015-11-21,Anna Nagar,1.436,5,11,1,0,,residential,8
2015-11-22,Anna Nagar,1.332,6,11,1,0,,residential,8
2015-11-23,Anna Nagar,1.324,0,11,0,0,,residential,8
2015-11-24,Anna Nagar,1.27,1,11,0,0,,residential,8
2015-11-25,Anna Nagar,1.211,2,11,0,0,,residential,8
2015-11-26,Anna Nagar,1.203,3,11,0,0,,residential,8
2015-11-27,Anna Nagar,1.257,4,11,0,0,,residential,8
2015-11-28,Anna Nagar,1.376,5,11,1,0,,residential,8
2015-11-29,Anna Nagar,1.296,6,11,1,0,,residential,8
2015-11-30,Anna Nagar,1.248,0,11,0,0,,residential,8
2015-12-01,Anna Nagar,1.137,1,12,0,0,,residential,8
2015-12-02,Anna Nagar,1.252,2,12,0,0,,residential,8
2015-12-03,Anna Nagar,1.22,3,12,0,0,,residential,8
2015-12-04,Anna Nagar,1.224,4,12,0,0,,residential,8
2015-12-05,Anna Nagar,1.284,5,12,1,0,,residential,8
2015-12-06,Anna Nagar,1.309,6,12,1,0,,residential,8
2015-12-07,Anna Nagar,1.273,0,12,0,0,,residential,8
2015-12-08,Anna Nagar,1.205,1,12,0,0,,residential,8
2015-12-09,Anna Nagar,1.234,2,12,0,0,,residential,8
2015-12-10,Anna Nagar,1.252,3,12,0,0,,residential,8
2015-12-11,Anna Nagar,1.314,4,12,0,0,,residential,8
2015-12-12,Anna Nagar,1.352,5,12,1,0,,residential,8
2015-12-13,Anna Nagar,1.398,6,12,1,0,,residential,8
2015-12-14,Anna Nagar,1.259,0,12,0,0,,residential,8
2015-12-15,Anna Nagar,1.168,1,12,0,0,,residential,8
2015-12-16,Anna Nagar,1.217,2,12,0,0,,residential,8
2015-12-17,Anna Nagar,1.171,3,12,0,0,,residential,8
2015-12-18,Anna Nagar,1.231,4,12,0,0,,residential,8
2015-12-19,Anna Nagar,1.321,5,12,1,0,,residential,8
2015-12-20,Anna Nagar,1.274,6,12,1,0,,residential,8
2015-12-21,Anna Nagar,1.359,0,12,0,0,,residential,8
2015-12-22,Anna Nagar,1.21,1,12,0,0,,residential,8
2015-12-23,Anna Nagar,1.17,2,12,0,0,,residential,8
2015-12-24,Anna Nagar,1.358,3,12,0,1,Christmas,residential,8
2015-12-25,Anna Nagar,1.384,4,12,0,1,Christmas,residential,8
2015-12-26,Anna Nagar,1.502,5,12,1,1,Christmas,residential,8
2015-12-27,Anna Nagar,1.323,6,12,1,0,,residential,8
2015-12-28,Anna Nagar,1.271,0,12,0,0,,residential,8
2015-12-29,Anna Nagar,1.243,1,12,0,0,,residential,8
2015-12-30,Anna Nagar,1.377,2,12,0,1,New Year,residential,8
2015-12-31,Anna Nagar,1.51,3,12,0,1,New Year,residential,8
2016-01-01,Anna Nagar,1.227,4,1,0,0,,residential,8
2016-01-02,Anna Nagar,1.375,5,1,1,0,,residential,8
2016-01-03,Anna Nagar,1.383,6,1,1,0,,residential,8
2016-01-04,Anna Nagar,1.299,0,1,0,0,,residential,8
2016-01-05,Anna Nagar,1.225,1,1,0,0,,residential,8
2016-01-06,Anna Nagar,1.177,2,1,0,0,,residential,8
2016-01-07,Anna Nagar,1.252,3,1,0,0,,residential,8
2016-01-08,Anna Nagar,1.232,4,1,0,0,,residential,8
2016-01-09,Anna Nagar,1.336,5,1,1,0,,residential,8
2016-01-10,Anna Nagar,1.405,6,1,1,0,,residential,8
2016-01-11,Anna Nagar,1.236,0,1,0,0,,residential,8
2016-01-12,Anna Nagar,1.42,1,1,0,1,Pongal,residential,8
2016-01-13,Anna Nagar,1.475,2,1,0,1,Pongal,residential,8
2016-01-14,Anna Nagar,1.614,3,1,0,1,Pongal,residential,8
2016-01-15,Anna Nagar,1.459,4,1,0,1,Pongal,residential,8
2016-01-16,Anna Nagar,1.414,5,1,1,1,Pongal,residential,8
2016-01-17,Anna Nagar,1.347,6,1,1,0,,residential,8
2016-01-18,Anna Nagar,1.305,0,1,0,0,,residential,8
2016-01-19,Anna Nagar,1.255,1,1,0,0,,residential,8
2016-01-20,Anna Nagar,1.223,2,1,0,0,,residential,8
2016-01-21,Anna Nagar,1.149,3,1,0,0,,residential,8
2016-01-22,Anna Nagar,1.173,4,1,0,0,,residential,8
2016-01-23,Anna Nagar,1.436,5,1,1,0,,residential,8
2016-01-24,Anna Nagar,1.309,6,1,1,0,,residential,8
2016-01-25,Anna Nagar,1.347,0,1,0,0,,residential,8
2016-01-26,Anna Nagar,1.315,1,1,0,1,Republic Day,residential,8
2016-01-27,Anna Nagar,1.223,2,1,0,0,,residential,8
2016-01-28,Anna Nagar,1.253,3,1,0,0,,residential,8
2016-01-29,Anna Nagar,1.2,4,1,0,0,,residential,8
2016-01-30,Anna Nagar,1.418,5,1,1,0,,residential,8
2016-01-31,Anna Nagar,1.356,6,1,1,0,,residential,8
2016-02-01,Anna Nagar,1.31,0,2,0,0,,residential,8
2016-02-02,Anna Nagar,1.22,1,2,0,0,,residential,8
2016-02-03,Anna Nagar,1.254,2,2,0,0,,residential,8
2016-02-04,Anna Nagar,1.288,3,2,0,0,,residential,8
2016-02-05,Anna Nagar,1.225,4,2,0,0,,residential,8
2016-02-06,Anna Nagar,1.423,5,2,1,0,,residential,8
2016-02-07,Anna Nagar,1.328,6,2,1,0,,residential,8
2016-02-08,Anna Nagar,1.321,0,2,0,0,,residential,8
2016-02-09,Anna Nagar,1.248,1,2,0,0,,residential,8
2016-02-10,Anna Nagar,1.191,2,2,0,0,,residential,8
2016-02-11,Anna Nagar,1.238,3,2,0,0,,residential,8
2016-02-12,Anna Nagar,1.23,4,2,0,0,,residential,8
2016-02-13,Anna Nagar,1.319,5,2,1,0,,residential,8
2016-02-14,Anna Nagar,1.368,6,2,1,0,,residential,8
2016-02-15,Anna Nagar,1.297,0,2,0,0,,residential,8
2016-02-16,Anna Nagar,1.227,1,2,0,0,,residential,8
2016-02-17,Anna Nagar,1.228,2,2,0,0,,residential,8
2016-02-18,Anna Nagar,1.227,3,2,0,0,,residential,8
2016-02-19,Anna Nagar,1.217,4,2,0,0,,residential,8
2016-02-20,Anna Nagar,1.359,5,2,1,0,,residential,8
2016-02-21,Anna Nagar,1.327,6,2,1,0,,residential,8
2016-02-22,Anna Nagar,1.395,0,2,0,0,,residential,8
2016-02-23,Anna Nagar,1.178,1,2,0,0,,residential,8
2016-02-24,Anna Nagar,1.209,2,2,0,0,,residential,8
2016-02-25,Anna Nagar,1.211,3,2,0,0,,residential,8
2016-02-26,Anna Nagar,1.305,4,2,0,0,,residential,8
2016-02-27,Anna Nagar,1.3,5,2,1,0,,residential,8
2016-02-28,Anna Nagar,1.37,6,2,1,0,,residential,8
2016-02-29,Anna Nagar,1.301,0,2,0,0,,residential,8
2016-03-01,Anna Nagar,1.305,1,3,0,0,,residential,8
2016-03-02,Anna Nagar,1.34,2,3,0,0,,residential,8
2016-03-03,Anna Nagar,1.339,3,3,0,0,,residential,8
2016-03-04,Anna Nagar,1.274,4,3,0,0,,residential,8
2016-03-05,Anna Nagar,1.429,5,3,1,0,,residential,8
2016-03-06,Anna Nagar,1.341,6,3,1,0,,residential,8
2016-03-07,Anna Nagar,1.36,0,3,0,0,,residential,8
2016-03-08,Anna Nagar,1.261,1,3,0,0,,residential,8
2016-03-09,Anna Nagar,1.284,2,3,0,0,,residential,8
2016-03-10,Anna Nagar,1.226,3,3,0,0,,residential,8
2016-03-11,Anna Nagar,1.307,4,3,0,0,,residential,8
2016-03-12,Anna Nagar,1.348,5,3,1,0,,residential,8
2016-03-13,Anna Nagar,1.427,6,3,1,0,,residential,8
2016-03-14,Anna Nagar,1.306,0,3,0,0,,residential,8
2016-03-15,Anna Nagar,1.259,1,3,0,0,,residential,8
2016-03-16,Anna Nagar,1.336,2,3,0,0,,residential,8
2016-03-17,Anna Nagar,1.314,3,3,0,0,,residential,8
2016-03-18,Anna Nagar,1.336,4,3,0,0,,residential,8
2016-03-19,Anna Nagar,1.487,5,3,1,0,,residential,8
2016-03-20,Anna Nagar,1.388,6,3,1,0,,residential,8
2016-03-21,Anna Nagar,1.417,0,3,0,0,,residential,8
2016-03-22,Anna Nagar,1.235,1,3,0,0,,residential,8
2016-03-23,Anna Nagar,1.321,2,3,0,0,,residential,8
2016-03-24,Anna Nagar,1.273,3,3,0,0,,residential,8
2016-03-25,Anna Nagar,1.256,4,3,0,0,,residential,8
2016-03-26,Anna Nagar,1.447,5,3,1,0,,residential,8
2016-03-27,Anna Nagar,1.461,6,3,1,0,,residential,8
2016-03-28,Anna Nagar,1.393,0,3,0,0,,residential,8
2016-03-29,Anna Nagar,1.3,1,3,0,0,,residential,8
2016-03-30,Anna Nagar,1.297,2,3,0,0,,residential,8
2016-04-01,Anna Nagar,1.3,4,4,0,0,,residential,8
2016-04-02,Anna Nagar,1.421,5,4,1,0,,residential,8
2016-04-03,Anna Nagar,1.431,6,4,1,0,,residential,8
2016-04-04,Anna Nagar,1.352,0,4,0,0,,residential,8
2016-04-05,Anna Nagar,1.313,1,4,0,0,,residential,8
2016-04-06,Anna Nagar,1.218,2,4,0,0,,residential,8
2016-04-07,Anna Nagar,1.275,3,4,0,0,,residential,8
2016-04-08,Anna Nagar,1.227,4,4,0,0,,residential,8
2016-04-09,Anna Nagar,1.42,5,4,1,0,,residential,8
2016-04-10,Anna Nagar,1.478,6,4,1,0,,residential,8
2016-04-11,Anna Nagar,1.325,0,4,0,0,,residential,8
2016-04-12,Anna Nagar,1.285,1,4,0,0,,residential,8
2016-04-13,Anna Nagar,1.473,2,4,0,1,Tamil New Year,residential,8
2016-04-14,Anna Nagar,1.501,3,4,0,1,Tamil New Year,residential,8
2016-04-15,Anna Nagar,1.418,4,4,0,1,Tamil New Year,residential,8
2016-04-16,Anna Nagar,1.424,5,4,1,0,,residential,8
2016-04-17,Anna Nagar,1.286,6,4,1,0,,residential,8
2016-04-18,Anna Nagar,1.305,0,4,0,0,,residential,8
2016-04-19,Anna Nagar,1.322,1,4,0,0,,residential,8
2016-04-20,Anna Nagar,1.451,2,4,0,1,Eid,residential,8
2016-04-21,Anna Nagar,1.553,3,4,0,1,Eid,residential,8
2016-04-22,Anna Nagar,1.445,4,4,0,1,Eid,residential,8
2016-04-23,Anna Nagar,1.417,5,4,1,0,,residential,8
2016-04-24,Anna Nagar,1.432,6,4,1,0,,residential,8
2016-04-25,Anna Nagar,1.331,0,4,0,0,,residential,8
2016-04-26,Anna Nagar,1.285,1,4,0,0,,residential,8
2016-04-27,Anna Nagar,1.256,2,4,0,0,,residential,8
2016-04-28,Anna Nagar,1.329,3,4,0,0,,residential,8
2016-04-29,Anna Nagar,1.339,4,4,0,0,,residential,8
2016-04-30,Anna Nagar,1.466,5,4,1,0,,residential,8
2016-05-01,Anna Nagar,1.391,6,5,1,0,,residential,8
2016-05-02,Anna Nagar,1.306,0,5,0,0,,residential,8
2016-05-03,Anna Nagar,1.329,1,5,0,0,,residential,8
2016-05-04,Anna Nagar,1.301,2,5,0,0,,residential,8
2016-05-05,Anna Nagar,1.293,3,5,0,0,,residential,8
2016-05-06,Anna Nagar,1.256,4,5,0,0,,residential,8
2016-05-07,Anna Nagar,1.426,5,5,1,0,,residential,8
2016-05-08,Anna Nagar,1.362,6,5,1,0,,residential,8
2016-05-09,Anna Nagar,1.37,0,5,0,0,,residential,8
2016-05-10,Anna Nagar,1.333,1,5,0,0,,residential,8
2016-05-11,Anna Nagar,1.343,2,5,0,0,,residential,8
2016-05-12,Anna Nagar,1.307,3,5,0,0,,residential,8
2016-05-13,Anna Nagar,1.227,4,5,0,0,,residential,8
2016-05-14,Anna Nagar,1.416,5,5,1,0,,residential,8
2016-05-15,Anna Nagar,1.499,6,5,1,0,,residential,8
2016-05-16,Anna Nagar,1.309,0,5,0,0,,residential,8
2016-05-17,Anna Nagar,1.278,1,5,0,0,,residential,8
2016-05-18,Anna Nagar,1.334,2,5,0,0,,residential,8
2016-05-19,Anna Nagar,1.304,3,5,0,0,,residential,8
2016-05-20,Anna Nagar,1.375,4,5,0,0,,residential,8
2016-05-21,Anna Nagar,1.377,5,5,1,0,,residential,8
2016-05-22,Anna Nagar,1.366,6,5,1,0,,residential,8
2016-05-23,Anna Nagar,1.394,0,5,0,0,,residential,8
2016-05-24,Anna Nagar,1.234,1,5,0,0,,residential,8
2016-05-25,Anna Nagar,1.273,2,5,0,0,,residential,8
2016-05-26,Anna Nagar,1.278,3,5,0,0,,residential,8
2016-05-27,Anna Nagar,1.32,4,5,0,0,,residential,8
2016-05-28,Anna Nagar,1.434,5,5,1,0,,residential,8
2016-05-29,Anna Nagar,1.427,6,5,1,0,,residential,8
2016-05-30,Anna Nagar,1.328,0,5,0,0,,residential,8
2016-05-31,Anna Nagar,1.327,1,5,0,0,,residential,8
2016-06-01,Anna Nagar,1.298,2,6,0,0,,residential,8
2016-06-02,Anna Nagar,1.182,3,6,0,0,,residential,8
2016-06-03,Anna Nagar,1.162,4,6,0,0,,residential,8
2016-06-04,Anna Nagar,1.224,5,6,1,0,,residential,8
2016-06-05,Anna Nagar,1.25,6,6,1,0,,residential,8
2016-06-06,Anna Nagar,1.208,0,6,0,0,,residential,8
2016-06-07,Anna Nagar,1.14,1,6,0,0,,residential,8
2016-06-08,Anna Nagar,1.158,2,6,0,0,,residential,8
2016-06-09,Anna Nagar,1.22,3,6,0,0,,residential,8
2016-06-10,Anna Nagar,1.202,4,6,0,0,,residential,8
2016-06-11,Anna Nagar,1.268,5,6,1,0,,residential,8
2016-06-12,Anna Nagar,1.228,6,6,1,0,,residential,8
2016-06-13,Anna Nagar,1.265,0,6,0,0,,residential,8
2016-06-14,Anna Nagar,1.157,1,6,0,0,,residential,8
2016-06-15,Anna Nagar,1.098,2,6,0,0,,residential,8
2016-06-16,Anna Nagar,1.183,3,6,0,0,,residential,8
2016-06-17,Anna Nagar,1.194,4,6,0,0,,residential,8
2016-06-18,Anna Nagar,1.181,5,6,1,0,,residential,8
2016-06-19,Anna Nagar,1.243,6,6,1,0,,residential,8
2016-06-20,Anna Nagar,1.212,0,6,0,0,,residential,8
2016-06-21,Anna Nagar,1.184,1,6,0,0,,residential,8
2016-06-22,Anna Nagar,1.14,2,6,0,0,,residential,8
2016-06-23,Anna Nagar,1.129,3,6,0,0,,residential,8
2016-06-24,Anna Nagar,1.183,4,6,0,0,,residential,8
2016-06-25,Anna Nagar,1.256,5,6,1,0,,residential,8
2016-06-26,Anna Nagar,1.295,6,6,1,0,,residential,8
2016-06-27,Anna Nagar,1.176,0,6,0,0,,residential,8
2016-06-28,Anna Nagar,1.111,1,6,0,0,,residential,8
2016-06-29,Anna Nagar,1.184,2,6,0,0,,residential,8
2016-06-30,Anna Nagar,1.167,3,6,0,0,,residential,8
2016-07-01,Anna Nagar,1.19,4,7,0,0,,residential,8
2016-07-02,Anna Nagar,1.254,5,7,1,0,,residential,8
2016-07-03,Anna Nagar,1.244,6,7,1,0,,residential,8
2016-07-04,Anna Nagar,1.266,0,7,0,0,,residential,8
2016-07-05,Anna Nagar,1.105,1,7,0,0,,residential,8
2016-07-06,Anna Nagar,1.202,2,7,0,0,,residential,8
2016-07-07,Anna Nagar,1.204,3,7,0,0,,residential,8
2016-07-08,Anna Nagar,1.188,4,7,0,0,,residential,8
2016-07-09,Anna Nagar,1.248,5,7,1,0,,residential,8
2016-07-10,Anna Nagar,1.243,6,7,1,0,,residential,8
2016-07-11,Anna Nagar,1.208,0,7,0,0,,residential,8
2016-07-12,Anna Nagar,1.113,1,7,0,0,,residential,8
2016-07-13,Anna Nagar,1.125,2,7,0,0,,residential,8
2016-07-14,Anna Nagar,1.181,3,7,0,0,,residential,8
2016-07-15,Anna Nagar,1.181,4,7,0,0,,residential,8
2016-07-16,Anna Nagar,1.234,5,7,1,0,,residential,8
2016-07-17,Anna Nagar,1.3,6,7,1,0,,residential,8
2016-07-18,Anna Nagar,1.233,0,7,0,0,,residential,8
2016-07-19,Anna Nagar,1.211,1,7,0,0,,residential,8
2016-07-20,Anna Nagar,1.178,2,7,0,0,,residential,8
2016-07-21,Anna Nagar,1.195,3,7,0,0,,residential,8
2016-07-22,Anna Nagar,1.175,4,7,0,0,,residential,8
2016-07-23,Anna Nagar,1.311,5,7,1,0,,residential,8
2016-07-24,Anna Nagar,1.225,6,7,1,0,,residential,8
2016-07-25,Anna Nagar,1.212,0,7,0,0,,residential,8
2016-07-26,Anna Nagar,1.157,1,7,0,0,,residential,8
2016-07-27,Anna Nagar,1.15,2,7,0,0,,residential,8
2016-07-28,Anna Nagar,1.174,3,7,0,0,,residential,8
2016-07-29,Anna Nagar,1.18,4,7,0,0,,residential,8
2016-07-30,Anna Nagar,1.289,5,7,1,0,,residential,8
2016-07-31,Anna Nagar,1.267,6,7,1,0,,residential,8
2016-08-01,Anna Nagar,1.189,0,8,0,0,,residential,8
2016-08-02,Anna Nagar,1.196,1,8,0,0,,residential,8
2016-08-03,Anna Nagar,1.17,2,8,0,0,,residential,8
2016-08-04,Anna Nagar,1.123,3,8,0,0,,residential,8
2016-08-05,Anna Nagar,1.151,4,8,0,0,,residential,8
2016-08-06,Anna Nagar,1.207,5,8,1,0,,residential,8
2016-08-07,Anna Nagar,1.275,6,8,1,0,,residential,8
2016-08-08,Anna Nagar,1.209,0,8,0,0,,residential,8
2016-08-09,Anna Nagar,1.138,1,8,0,0,,residential,8
2016-08-10,Anna Nagar,1.213,2,8,0,0,,residential,8
2016-08-11,Anna Nagar,1.118,3,8,0,0,,residential,8
2016-08-12,Anna Nagar,1.183,4,8,0,0,,residential,8
2016-08-13,Anna Nagar,1.358,5,8,1,0,,residential,8
2016-08-14,Anna Nagar,1.315,6,8,1,0,,residential,8
2016-08-15,Anna Nagar,1.336,0,8,0,1,Independence,residential,8
2016-08-16,Anna Nagar,1.119,1,8,0,0,,residential,8
2016-08-17,Anna Nagar,1.111,2,8,0,0,,residential,8
2016-08-18,Anna Nagar,1.144,3,8,0,0,,residential,8
2016-08-19,Anna Nagar,1.134,4,8,0,0,,residential,8
2016-08-20,Anna Nagar,1.247,5,8,1,0,,residential,8
2016-08-21,Anna Nagar,1.262,6,8,1,0,,residential,8
2016-08-22,Anna Nagar,1.212,0,8,0,0,,residential,8
2016-08-23,Anna Nagar,1.175,1,8,0,0,,residential,8
2016-08-24,Anna Nagar,1.115,2,8,0,0,,residential,8
2016-08-25,Anna Nagar,1.135,3,8,0,0,,residential,8
2016-08-26,Anna Nagar,1.153,4,8,0,0,,residential,8
2016-08-27,Anna Nagar,1.267,5,8,1,0,,residential,8
2016-08-28,Anna Nagar,1.344,6,8,1,0,,residential,8
2016-08-29,Anna Nagar,1.225,0,8,0,0,,residential,8
2016-08-30,Anna Nagar,1.102,1,8,0,0,,residential,8
2016-08-31,Anna Nagar,1.173,2,8,0,0,,residential,8
2016-09-01,Anna Nagar,1.177,3,9,0,0,,residential,8
2016-09-02,Anna Nagar,1.154,4,9,0,0,,residential,8
2016-09-03,Anna Nagar,1.228,5,9,1,0,,residential,8
2016-09-04,Anna Nagar,1.341,6,9,1,0,,residential,8
2016-09-05,Anna Nagar,1.177,0,9,0,0,,residential,8
2016-09-06,Anna Nagar,1.181,1,9,0,0,,residential,8
2016-09-07,Anna Nagar,1.165,2,9,0,0,,residential,8
2016-09-08,Anna Nagar,1.317,3,9,0,1,Ganesh Chathurthi,residential,8
2016-09-09,Anna Nagar,1.502,4,9,0,1,Ganesh Chathurthi,residential,8
2016-09-10,Anna Nagar,1.749,5,9,1,1,Ganesh Chathurthi,residential,8
2016-09-11,Anna Nagar,1.545,6,9,1,1,Ganesh Chathurthi,residential,8
2016-09-12,Anna Nagar,1.403,0,9,0,1,Ganesh Chathurthi,residential,8
2016-09-13,Anna Nagar,1.136,1,9,0,0,,residential,8
2016-09-14,Anna Nagar,1.164,2,9,0,0,,residential,8
2016-09-15,Anna Nagar,1.113,3,9,0,0,,residential,8
2016-09-16,Anna Nagar,1.122,4,9,0,0,,residential,8
2016-09-17,Anna Nagar,1.276,5,9,1,0,,residential,8
2016-09-18,Anna Nagar,1.288,6,9,1,0,,residential,8
2016-09-19,Anna Nagar,1.154,0,9,0,0,,residential,8
2016-09-20,Anna Nagar,1.175,1,9,0,0,,residential,8
2016-09-21,Anna Nagar,1.13,2,9,0,0,,residential,8
2016-09-22,Anna Nagar,1.203,3,9,0,0,,residential,8
2016-09-23,Anna Nagar,1.146,4,9,0,0,,residential,8
2016-09-24,Anna Nagar,1.231,5,9,1,0,,residential,8
2016-09-25,Anna Nagar,1.277,6,9,1,0,,residential,8
2016-09-26,Anna Nagar,1.183,0,9,0,0,,residential,8
2016-09-27,Anna Nagar,1.202,1,9,0,0,,residential,8
2016-09-28,Anna Nagar,1.158,2,9,0,0,,residential,8
2016-09-29,Anna Nagar,1.153,3,9,0,0,,residential,8
2016-09-30,Anna Nagar,1.179,4,9,0,0,,residential,8
2016-10-01,Anna Nagar,1.301,5,10,1,0,,residential,8
2016-10-02,Anna Nagar,1.289,6,10,1,0,,residential,8
2016-10-03,Anna Nagar,1.296,0,10,0,0,,residential,8
2016-10-04,Anna Nagar,1.326,1,10,0,1,Dussehra,residential,8
2016-10-05,Anna Nagar,1.474,2,10,0,1,Dussehra,residential,8
2016-10-06,Anna Nagar,1.406,3,10,0,1,Dussehra,residential,8
2016-10-07,Anna Nagar,1.238,4,10,0,0,,residential,8
2016-10-08,Anna Nagar,1.291,5,10,1,0,,residential,8
2016-10-09,Anna Nagar,1.316,6,10,1,0,,residential,8
2016-10-10,Anna Nagar,1.245,0,10,0,0,,residential,8
2016-10-11,Anna Nagar,1.284,1,10,0,0,,residential,8
2016-10-12,Anna Nagar,1.252,2,10,0,0,,residential,8
2016-10-13,Anna Nagar,1.204,3,10,0,0,,residential,8
2016-10-14,Anna Nagar,1.24,4,10,0,0,,residential,8
2016-10-15,Anna Nagar,1.287,5,10,1,0,,residential,8
2016-10-16,Anna Nagar,1.314,6,10,1,0,,residential,8
2016-10-17,Anna Nagar,1.284,0,10,0,0,,residential,8
2016-10-18,Anna Nagar,1.236,1,10,0,0,,residential,8
2016-10-19,Anna Nagar,1.216,2,10,0,0,,residential,8
2016-10-20,Anna Nagar,1.228,3,10,0,0,,residential,8
2016-10-21,Anna Nagar,1.222,4,10,0,0,,residential,8
2016-10-22,Anna Nagar,1.512,5,10,1,1,Deepavali,residential,8
2016-10-23,Anna Nagar,1.684,6,10,1,1,Deepavali,residential,8
2016-10-24,Anna Nagar,1.769,0,10,0,1,Deepavali,residential,8
2016-10-25,Anna Nagar,1.555,1,10,0,1,Deepavali,residential,8
2016-10-26,Anna Nagar,1.399,2,10,0,1,Deepavali,residential,8
2016-10-27,Anna Nagar,1.226,3,10,0,0,,residential,8
2016-10-28,Anna Nagar,1.176,4,10,0,0,,residential,8
2016-10-29,Anna Nagar,1.301,5,10,1,0,,residential,8
2016-10-30,Anna Nagar,1.357,6,10,1,0,,residential,8
2016-10-31,Anna Nagar,1.337,0,10,0,0,,residential,8
2016-11-01,Anna Nagar,1.225,1,11,0,0,,residential,8
2016-11-02,Anna Nagar,1.204,2,11,0,0,,residential,8
2016-11-03,Anna Nagar,1.227,3,11,0,0,,residential,8
2016-11-04,Anna Nagar,1.178,4,11,0,0,,residential,8
2016-11-05,Anna Nagar,1.394,5,11,1,0,,residential,8
2016-11-06,Anna Nagar,1.349,6,11,1,0,,residential,8
2016-11-07,Anna Nagar,1.254,0,11,0,0,,residential,8
2016-11-08,Anna Nagar,1.213,1,11,0,0,,residential,8
2016-11-09,Anna Nagar,1.2,2,11,0,0,,residential,8
2016-11-10,Anna Nagar,1.267,3,11,0,0,,residential,8
2016-11-11,Anna Nagar,1.212,4,11,0,0,,residential,8
2016-11-12,Anna Nagar,1.347,5,11,1,0,,residential,8
2016-11-13,Anna Nagar,1.364,6,11,1,0,,residential,8
2016-11-14,Anna Nagar,1.252,0,11,0,0,,residential,8
2016-11-15,Anna Nagar,1.226,1,11,0,0,,residential,8
2016-11-16,Anna Nagar,1.229,2,11,0,0,,residential,8
2016-11-17,Anna Nagar,1.162,3,11,0,0,,residential,8
